"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"2729","瓦城",21.46,139.03,189.26,159.43,278.10,16.76,21.77,16.61,21.97,3.01,1.73,14.26,17.81,189.61,8.19,15.17,126.09,77.14,11.19
"2732","六角",44.42,262.46,115.45,92.69,30.47,14.53,25.12,12.60,28.96,6.16,1.58,8.04,13.75,71.52,4.91,4.46,45.25,88.34,26.87
"2734","易飛網",49.44,241.51,175.82,140.21,-42.33,25.65,14.23,64.25,5.68,5.50,1.43,-12.62,-23.15,-28.95,-9.01,-2.75,-21.67,83.52,-12.39
"2736","富野",38.07,222.49,119.86,112.98,-205.36,24.47,14.91,80.40,4.53,0.41,0.17,-0.98,-2.35,-7.62,-8.35,-0.62,19.98,44.31,1.65
"2740","天蔥",46.24,161.03,228.03,218.49,-44.57,9.78,37.32,40.29,9.05,2.37,1.20,-26.55,-52.24,-42.11,-22.47,-4.34,-51.94,56.18,-5.97
"2743","山富",61.36,824.27,122.15,94.17,36.78,20.45,17.84,"NA","NA",85.20,4.22,2.69,6.43,14.94,0.62,1.14,5.99,1.10,2.63
"2745","五福",66.01,505.72,136.38,78.03,"NA",17.70,20.62,"NA","NA",58.77,4.26,0.76,2.26,4.88,0.18,0.41,0.00,120.19,-9.49
"2752","豆府",25.51,470.74,325.05,314.44,"NA",10.60,34.43,44.46,8.20,11.61,2.20,22.92,31.72,89.73,10.42,7.36,120.82,"NA",25.25
"2754","亞洲藏壽司",40.35,104.98,89.58,82.60,146.53,34.08,10.71,118.63,3.07,3.37,2.24,16.86,27.42,42.78,7.46,3.40,117.42,71.19,32.47
"2755","揚秦",59.31,89.84,72.58,62.48,3595150.00,104.58,3.49,34.61,10.54,2.12,1.35,6.63,17.21,39.95,4.92,3.10,40.08,83.90,14.05
"2756","聯發國際",62.51,199.08,160.72,141.49,58.44,34.66,10.53,10.74,33.98,5.69,1.50,20.46,56.91,139.89,13.35,10.41,65.07,155.04,36.18
"2916","滿心",27.38,500.28,317.33,110.05,71.61,4.71,77.49,1.13,323.00,6.53,1.07,6.90,9.17,18.87,6.37,1.53,31.05,77.54,2.19
"2924","宏太-KY",40.52,342.51,173.80,86.18,"NA",7.73,47.21,1.08,337.96,4.48,0.73,-12.99,-23.10,-37.45,-18.78,-3.84,-2.23,89.99,-1.07
"2926","誠品生活",70.08,155.56,104.65,88.25,17893.49,6.33,57.66,5.16,70.73,3.17,0.84,6.49,20.43,92.32,7.65,7.32,21.33,107.84,8.08
"2937","集雅社",60.76,447.63,142.54,84.63,91.47,3.98,91.70,3.47,105.18,15.33,1.46,3.52,8.36,17.04,2.38,1.35,0.87,24.05,-2.12
"3064","泰偉",56.52,154.01,208.43,139.10,-19.08,10.16,35.92,0.24,1520.83,0.54,0.25,-25.55,-55.38,-20.41,-104.59,-2.03,-308.50,-704.78,-56.98
"3066","李洲",49.45,120.05,70.00,50.40,0.89,2.67,136.70,3.22,113.35,0.80,0.32,0.45,-0.26,-0.18,-0.30,-0.02,12.56,55.36,3.88
"3067","全域",17.76,276.34,364.06,187.94,"NA",8.30,43.97,3.07,118.89,2.67,0.87,-10.58,-14.07,-9.33,-12.81,-0.94,"NA","NA","NA"
"3071","協禧",44.25,387.41,186.69,151.25,59.09,3.65,100.00,7.17,50.90,6.19,0.94,7.61,13.24,18.73,7.63,1.61,26.03,203.84,8.58
"3073","天方能源",45.32,133.69,156.25,150.95,-8.94,15.90,22.95,28.62,12.75,0.33,0.19,-6.27,-12.32,-7.53,-35.92,-0.54,-33.68,-25.22,-7.45
"3078","僑威",36.58,404.00,242.08,210.00,106.79,3.66,99.72,7.84,46.55,5.29,0.88,8.88,14.47,40.33,9.97,2.77,24.42,147.69,2.93
"3081","聯亞",9.37,258.63,682.70,620.67,"NA",5.16,70.73,4.64,78.66,1.77,0.60,16.40,17.97,96.70,29.50,7.71,256.86,108.45,11.43
"3083","網龍",17.02,16728.78,477.52,459.13,"NA","NA","NA","NA","NA",83.05,0.48,4.05,4.79,7.80,8.52,0.45,9.32,-144.21,1.75
"3085","新零售",70.42,243.34,66.16,26.19,-5650.02,9.95,36.68,2.81,129.89,6.03,0.88,-33.54,-75.05,-33.02,-40.28,-2.58,-29.35,-293.16,-32.93
"3086","華義",60.51,224.76,136.45,128.97,-15.48,7.03,51.92,34.69,10.52,0.91,0.19,-13.77,-37.38,-8.74,-77.59,-0.99,-36.63,-551.55,-13.49
"3088","艾訊",42.92,211.56,163.60,105.24,6097.24,9.18,39.76,4.10,89.02,3.95,1.27,10.49,17.19,75.95,8.12,5.12,40.62,64.52,7.49
"3093","港建*",23.51,366.66,342.80,311.89,0.00,6.73,54.23,14.26,25.59,5.11,1.06,5.33,6.75,20.83,5.02,1.63,43.50,91.56,12.68
"3095","及成",81.29,140.31,159.06,140.30,417.72,2.97,122.89,7.27,50.20,1.03,0.52,3.22,13.74,3.28,5.10,0.18,1.15,236.67,0.34
"3105","穩懋",27.79,203.18,296.07,185.80,56.40,11.64,31.35,3.11,117.36,1.15,0.48,8.51,12.27,88.12,17.71,7.39,143.13,124.01,5.31
"3114","好德",63.14,853.70,141.30,100.40,3318.31,3.60,101.38,9.86,37.01,29.77,1.60,7.73,17.82,39.54,4.70,3.16,-10.12,-47.46,-20.13
"3115","富榮綱",31.31,742.57,281.61,249.65,-2086.13,3.00,121.66,8.95,40.78,11.65,1.29,-10.17,-15.71,-13.99,-8.21,-1.38,15.84,32.81,3.65
"3118","進階",26.69,368.58,284.79,242.79,0.00,4.54,80.39,5.59,65.29,4.65,0.92,5.51,7.62,15.18,6.19,1.20,15.23,109.23,-5.08
"3122","笙泉",14.41,269.95,474.25,369.37,0.00,6.25,58.40,4.48,81.47,2.37,0.74,-4.45,-5.18,-6.48,-6.02,-0.63,-46.96,25.76,0.00
"3128","昇銳",32.81,267.66,231.08,107.31,7.56,5.58,65.41,2.62,139.31,3.10,0.87,1.88,2.55,3.80,1.95,0.37,23.17,63.93,4.45
"3131","弘塑",48.98,271.00,148.98,95.81,40.00,4.96,73.58,1.15,317.39,1.65,0.37,6.89,12.75,136.75,18.72,11.26,11.10,87.61,-2.85
"3141","晶宏",20.72,1861.68,396.58,278.50,"NA",6.42,56.85,2.37,154.00,20.30,0.96,13.15,16.50,27.33,13.67,2.79,50.96,116.29,6.02
"3147","大綜",54.38,1060.93,166.70,143.00,33.18,4.15,87.95,16.17,22.57,49.86,2.44,8.13,17.22,34.74,3.23,2.88,-4.79,125.27,-5.44
"3152","璟德",12.22,303.72,591.86,559.24,"NA",5.39,67.71,5.69,64.14,1.73,0.48,20.05,22.75,136.99,42.00,10.98,196.87,111.32,2.70
"3162","精確",31.39,177.29,165.89,119.74,-26.43,6.70,54.47,4.90,74.48,2.24,0.81,-7.68,-11.49,-5.13,-9.79,-0.05,-11.82,66.37,-3.53
"3163","波若威",41.58,236.72,172.65,128.71,24.20,5.32,68.60,3.76,97.07,4.05,1.04,3.23,4.98,12.15,2.97,1.01,19.90,90.76,8.23
"3169","亞信",11.53,2602.78,737.10,653.80,0.00,7.09,51.48,4.45,82.02,19.76,0.67,12.94,14.53,25.86,18.63,2.25,176.31,119.03,10.52
"3171","炎洲流通",50.64,138.55,147.79,140.02,9.69,2.85,128.07,22.32,16.35,2.08,0.98,4.62,8.83,11.42,4.35,1.09,20.82,70.79,8.78
"3176","基亞",36.04,176.05,234.04,212.86,-32.93,3.80,96.05,2.00,182.50,0.18,0.09,-16.52,-26.15,-56.56,-196.53,-3.19,-78.04,-77.75,-13.74
"3178","公準",55.31,110.18,80.90,50.73,9.09,5.55,65.76,5.34,68.35,0.93,0.59,5.14,10.63,23.21,7.76,2.12,29.64,73.35,6.34
"3188","鑫龍騰",73.67,18621.96,135.26,18.39,7.65,338.53,1.07,0.65,561.53,338.02,0.48,5.23,14.15,15.83,7.28,1.46,-46.80,-73.74,-130.82
"3191","雲嘉南",45.32,454.49,181.05,157.60,"*****",3.39,107.66,8.23,44.34,6.94,0.68,-7.57,-11.67,-6.27,-11.06,-0.63,-50.42,-184.86,-29.64
"3202","樺晟",64.30,317.07,130.85,83.30,1.83,2.72,134.19,3.49,104.58,8.88,1.11,1.77,2.84,2.07,0.96,0.22,7.33,16.24,8.14
"3205","佰研",10.78,724.20,778.70,756.75,0.00,13.48,27.07,5.70,64.03,3.55,0.42,-9.39,-10.42,-28.01,-22.32,-2.80,-63.74,158.85,-14.28
"3206","志豐",54.22,403.51,160.91,125.78,42122.75,3.95,92.40,8.35,43.71,12.08,1.45,6.43,13.22,31.87,4.05,2.20,19.76,91.61,14.58
"3207","耀勝",71.18,145.92,110.52,74.40,-16.89,3.70,98.64,5.25,69.52,5.47,1.42,-13.82,-45.30,-21.81,-10.19,-2.37,-17.28,-110.16,-17.98
"3211","順達",59.95,845.26,180.31,146.55,1025.71,4.55,80.21,8.26,44.18,13.49,1.08,4.30,9.42,55.77,3.58,4.35,0.00,62.38,0.00
"3213","茂訊",26.55,581.00,348.84,173.58,497.60,20.49,17.81,2.95,123.72,9.80,1.25,9.11,12.40,37.15,7.44,3.03,24.92,80.97,-9.01
"3217","優群",26.87,330.19,224.52,174.73,191.56,2.92,125.00,4.15,87.95,3.26,0.76,12.79,17.34,45.54,16.63,3.60,39.91,112.53,1.20
"3218","大學光",23.27,221.82,274.38,247.25,69.65,3.75,97.33,8.66,42.14,1.63,0.58,5.96,7.54,21.74,10.06,2.12,58.71,86.90,7.52
"3219","倚強科",29.99,1563.14,343.72,167.52,-1454.46,20.07,18.18,17.32,21.07,67.69,2.47,-14.40,-18.45,-27.54,-5.83,-1.75,"NA","NA","NA"
"3221","台嘉碩",32.64,229.83,183.15,122.58,9.92,4.89,74.64,2.62,139.31,2.30,0.72,1.46,1.87,4.75,1.79,0.34,11.30,65.82,0.98
"3224","三顧",18.14,612.15,401.05,347.37,-1487.91,4.99,73.14,11.80,30.93,11.19,1.40,-5.52,-6.91,-11.29,-3.95,-1.01,2.63,-13.38,0.52
"3226","龍鋒",31.27,619.52,253.60,225.01,0.00,4.10,89.02,9.44,38.66,12.90,1.19,19.64,28.46,55.98,16.38,4.48,74.42,157.88,20.59
"3227","原相",19.62,1442.98,523.18,461.57,263.31,6.77,53.91,3.28,111.28,11.67,0.73,10.91,13.44,67.84,14.82,6.57,148.03,118.90,15.12
"3228","金麗科",17.97,303.84,359.16,202.86,50.12,2.50,146.00,0.63,579.36,2.51,0.68,9.44,11.73,7.46,13.69,0.75,142.97,65.63,24.58
"3230","錦明",28.19,193.53,166.86,137.82,-24.05,2.39,152.71,9.88,36.94,1.35,0.62,-12.59,-18.66,-15.63,-24.07,-1.59,-35.52,180.19,-6.07
"3232","昱捷",49.94,2053.19,193.46,134.02,4.53,5.14,71.01,4.64,78.66,63.27,1.77,3.36,5.53,8.95,1.45,0.55,0.00,49.44,0.00
"3234","光環",61.05,103.37,96.91,45.99,-702.11,4.44,82.20,2.49,146.58,1.25,0.64,-5.07,-14.80,-24.48,-9.04,-2.50,9.42,58.28,3.69
"3236","千如",48.08,222.08,234.70,181.31,23.39,6.27,58.21,5.73,63.69,2.97,0.99,6.72,12.23,28.63,6.09,1.76,41.34,94.33,9.65
"3252","海灣",41.79,4963.04,171.42,93.91,3.66,6.98,52.29,1.15,317.39,0.73,0.29,3.80,5.78,23.17,10.38,3.12,72.71,"NA",9.90
"3259","鑫創",24.47,286.91,267.03,130.63,-100.88,6.57,55.55,2.56,142.57,3.75,1.05,-2.83,-3.48,-3.15,-2.73,-0.25,-50.05,-96.76,-14.25
"3260","威剛",66.34,184.52,76.66,50.40,0.89,9.56,38.17,5.98,61.03,5.39,1.27,-0.23,-2.76,-1.12,-0.73,-0.82,25.36,55.19,14.32
"3264","欣銓",37.71,127.47,143.27,133.51,28.12,4.92,74.18,"NA","NA",0.84,0.50,9.46,14.62,40.41,18.34,3.31,94.43,109.84,8.16
"3265","台星科",20.86,251.35,671.63,648.43,19.56,3.08,118.50,29.43,12.40,1.37,0.49,5.88,7.42,33.48,11.49,2.42,282.31,249.53,8.15
"3268","海德威",48.36,253.12,201.55,191.06,"NA",2.02,180.69,42.29,8.63,3.20,0.87,-1.36,-3.53,-5.23,-2.11,-0.52,"NA","NA","NA"
"3272","東碩",65.42,251.03,143.02,92.31,1546.54,4.20,86.90,3.77,96.81,7.39,1.14,3.06,8.16,34.67,2.48,2.44,-17.31,1.40,-22.20
"3276","宇環",61.70,196.24,142.28,132.43,-4.74,3.69,98.91,11.77,31.01,2.42,0.73,-1.83,-5.24,-6.40,-2.93,-0.26,0.10,54.00,-0.45
"3284","太普高",31.56,387.54,250.42,225.06,1.84,2.86,127.62,8.24,44.29,3.83,0.76,0.60,0.40,0.64,0.39,0.06,-16.62,29.06,-8.34
"3285","微端",39.89,660.52,239.11,194.61,4576.82,7.15,51.04,4.52,80.75,13.23,1.19,7.90,12.93,25.26,6.33,1.75,35.34,139.12,15.37
"3287","廣寰科",25.83,355.50,304.67,175.85,0.00,3.46,105.49,1.79,203.91,3.15,0.68,-2.38,-3.14,-2.82,-3.53,-0.22,-30.26,-74.35,-9.66
"3288","點晶",41.53,"NA","NA","NA","NA","NA","NA","NA","NA",27.58,0.75,1.46,2.34,1.23,1.66,0.13,"NA","NA","NA"
"3289","宜特",67.61,117.35,83.46,71.37,2.21,2.84,128.52,0.00,"*****",0.61,0.33,-2.55,-9.72,-45.99,-10.05,-2.99,22.82,26.12,5.79
"3290","東浦",50.07,227.13,166.74,140.82,16.01,2.10,173.80,6.43,56.76,3.20,0.84,5.60,11.05,20.16,6.22,1.67,21.02,84.14,9.56
"3293","鈊象",18.41,326.29,420.05,397.51,"NA",5.00,73.00,2.42,150.82,2.58,0.66,19.34,23.76,145.99,28.71,12.51,122.08,153.71,3.05
"3294","英濟",49.35,301.45,183.34,147.71,4.40,2.92,125.00,6.59,55.38,4.96,1.00,0.15,-0.15,3.48,-0.08,0.01,15.56,118.77,5.03
"3297","杭特",19.58,201.61,221.51,182.44,-25.81,6.40,57.03,1.73,210.98,0.70,0.28,-2.35,-3.02,-7.65,-8.91,-0.61,-12.21,41.62,-5.59
"3303","岱稜",40.80,199.50,192.60,132.73,29.57,3.98,91.70,5.11,71.42,2.34,0.85,7.39,12.48,26.37,8.47,2.20,17.84,112.41,3.42
"3306","鼎天",16.25,12007.60,331.62,301.72,923.83,13.32,27.40,12.03,30.34,107.74,0.75,0.33,0.39,1.09,0.43,0.10,-9.55,137.27,-7.22
"3310","佳穎",57.37,516.59,166.48,56.11,9.33,5.32,68.60,0.94,388.29,9.53,0.88,7.52,20.82,59.74,9.91,4.64,83.97,113.32,65.44
"3313","斐成",3.88,496.33,2206.12,2195.53,"NA",1.68,217.26,8.33,43.81,1.56,0.25,-2.94,-3.20,-2.82,-11.59,-0.33,277.52,223.47,10.26
"3317","尼克森",27.94,519.48,295.99,218.62,342.04,2.67,136.70,3.94,92.63,7.18,1.02,6.49,9.09,31.63,6.36,2.50,44.03,538.73,16.58
"3322","建舜電",46.42,505.58,198.93,163.93,38.05,3.38,107.98,8.76,41.66,8.37,1.20,15.49,31.50,40.17,12.67,3.68,13.33,35.19,8.08
"3323","加百裕",61.02,439.39,147.89,103.33,15.62,3.32,109.93,7.20,50.69,18.55,1.74,4.11,8.80,30.27,2.20,2.39,-21.11,-21.63,-31.94
"3324","雙鴻",60.06,224.24,124.28,85.68,14.86,3.19,114.42,6.13,59.54,7.56,1.40,4.54,10.27,35.40,3.02,2.90,3.26,3.26,-1.60
"3325","旭品",49.41,321.81,164.62,121.33,-44.25,2.57,142.02,4.75,76.84,5.39,0.99,-1.18,-2.92,-1.45,-1.58,-0.33,-10.59,-10.08,-4.06
"3332","幸康",14.48,579.47,586.54,415.69,"NA",6.53,55.89,1.74,209.77,4.97,0.72,8.06,9.64,34.19,11.10,2.73,49.44,81.88,0.00
"3339","泰谷",56.27,139.24,211.93,171.95,-0.99,2.37,154.00,4.09,89.24,0.85,0.52,-0.97,-3.90,-2.28,-3.16,-0.23,65.69,322.60,2.21
"3349","寶德",41.09,895.76,213.03,174.42,"NA",4.25,85.88,6.08,60.03,14.01,1.08,1.00,1.61,1.50,0.93,0.19,-17.84,104.49,-12.91
"3354","律勝",24.41,273.10,276.79,180.20,30.17,2.31,158.00,3.87,94.31,1.23,0.32,5.02,6.48,13.81,15.33,1.09,52.41,281.67,9.39
"3357","臺慶科",43.58,148.19,127.04,97.96,43.34,2.69,135.68,4.82,75.72,1.76,0.73,10.59,18.32,69.32,14.10,5.50,34.67,104.14,7.99
"3360","尚立",83.11,965.83,117.86,102.97,1.62,6.48,56.32,25.32,14.41,134.84,3.38,2.81,4.11,7.55,0.29,0.58,-17.99,143.48,-88.33
"3362","先進光",25.71,351.44,268.29,219.90,38.02,3.22,113.35,3.67,99.45,2.87,0.61,8.57,12.22,29.12,11.03,2.36,29.16,100.20,6.47
"3363","上詮",35.75,329.94,376.21,310.19,54.94,3.29,110.94,4.32,84.49,3.03,0.85,9.43,13.44,28.79,10.83,2.48,18.38,16.96,-0.05
"3372","典範",11.90,180.61,416.51,265.61,0.00,4.73,77.16,8.01,45.56,1.02,0.61,-23.68,-27.10,-13.96,-44.70,-1.40,-21.77,21.99,-0.74
"3373","熱映",16.00,559.00,484.00,266.00,0.00,6.51,56.06,2.67,136.70,6.93,1.02,1.80,2.10,4.60,1.70,0.33,13.00,39.00,0.40
"3374","精材",52.30,133.01,183.54,163.34,-31.60,4.56,80.04,23.71,15.39,1.00,0.64,-17.89,-35.81,-49.75,-28.68,-4.99,66.56,69.96,5.35
"3379","彬台",43.74,177.35,129.75,65.63,-65.59,5.81,62.82,2.20,165.90,2.09,0.60,-4.42,-7.38,-11.71,-7.48,-1.03,"NA","NA","NA"
"3388","崇越電",32.00,1467.00,318.00,245.00,146.00,4.23,86.28,8.32,43.87,38.02,1.78,10.11,15.25,101.99,5.64,7.41,18.35,104.85,-1.01
"3390","旭軟",36.52,576.58,234.84,206.31,30.42,2.57,142.02,4.58,79.69,4.64,0.58,4.50,6.47,12.75,7.59,1.22,2.18,104.53,-2.91
"3402","漢科",54.87,347.89,165.94,66.31,141.45,6.38,57.21,2.13,171.36,8.25,1.16,8.25,18.47,47.32,6.99,3.50,29.00,19.04,16.26
"3426","台興",29.47,1338.29,520.75,495.17,11978.77,4.40,82.95,10.82,33.73,14.57,0.92,10.94,15.62,58.98,11.95,3.76,95.97,270.73,16.46
"3430","奇鈦科",57.14,152.47,149.93,64.26,18.38,7.25,50.34,2.75,132.72,2.59,1.09,12.38,30.74,63.81,10.72,5.15,58.18,63.21,22.79
"3434","哲固",53.14,379.57,163.59,110.37,2.73,4.15,87.95,4.63,78.83,11.39,1.41,1.88,3.09,2.45,1.01,0.33,17.07,220.69,14.18
"3438","類比科",17.76,228.25,315.58,237.68,-4521.14,3.82,95.54,2.70,135.18,1.67,0.58,-5.06,-6.41,-13.84,-8.78,-1.37,17.92,38.22,3.30
