"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"2949","欣新網",57.84,16315.80,154.13,114.65,17.21,10.33,35.33,6.40,57.03,1029.72,2.95,10.57,26.95,83.47,3.37,6.37,-1.10,12.26,-8.35
"3064","泰偉",68.26,168.61,333.18,292.19,-10.15,2.26,161.50,0.17,2147.05,0.37,0.18,-25.56,-116.77,-29.74,-152.61,-3.47,-147.98,-439.64,-13.52
"3066","李洲",32.02,552.33,163.10,139.14,24.14,4.18,87.32,2.08,175.48,1.21,0.17,13.06,21.80,27.92,73.32,2.77,-23.21,326.13,-5.53
"3067","全域",26.92,627.55,475.91,436.97,-6.00,17.02,21.44,5.31,68.73,2.22,0.30,-1.99,-2.79,-2.09,-7.11,-0.35,35.56,-32.80,6.83
"3071","協禧",49.58,338.43,148.88,115.98,32.88,3.71,98.38,5.09,71.70,4.88,0.79,7.63,15.07,28.67,9.38,2.08,26.54,90.15,11.22
"3073","天方能源",64.53,286.72,125.66,125.05,3.45,4.51,80.93,39.74,9.18,0.35,0.07,2.36,5.19,6.91,26.77,0.91,-6.45,-7.66,-4.79
"3078","僑威",40.87,339.05,213.26,179.38,58.20,2.77,131.76,3.54,103.10,4.09,0.68,7.56,12.71,41.21,10.96,3.13,44.98,80.87,11.66
"3081","聯亞",14.87,215.75,558.64,471.11,80.01,6.28,58.12,4.87,74.94,1.11,0.47,6.60,7.64,41.19,13.84,3.61,142.22,91.45,4.32
"3083","網龍",10.81,41876.66,736.05,721.34,"NA","NA","NA","NA","NA",103.99,0.28,-1.76,-1.96,-2.10,-6.19,-0.26,-14.51,50.50,-1.58
"3085","新零售",33.98,176.64,162.86,144.88,-1376.65,9.08,40.19,24.28,15.03,1.74,79.30,-9.11,-16.42,-7.46,-12.26,-0.38,-56.62,-541.85,-30.35
"3086","華義",10.18,527.44,772.41,736.18,384.55,4.91,74.33,46.50,7.84,2.47,0.40,9.95,11.64,16.53,24.88,1.65,124.77,176.89,5.93
"3088","艾訊",40.88,221.74,182.47,88.03,7699.52,8.66,42.14,2.55,143.13,3.84,1.17,10.77,18.17,85.86,9.10,6.66,11.60,51.86,-0.78
"3093","港建*",37.91,481.74,228.24,199.57,1975.16,7.83,46.61,11.72,31.14,9.44,1.33,24.79,40.86,164.24,18.65,3.30,69.07,185.99,18.98
"3095","及成",95.46,144.84,157.43,123.55,-106.20,4.52,80.75,5.24,69.65,0.88,0.51,-2.20,-69.41,-34.44,-7.43,-3.20,-23.83,66.24,-4.45
"3105","穩懋",49.10,199.33,275.54,183.67,4.19,10.09,36.17,2.25,162.22,0.62,0.25,2.34,5.28,43.07,7.71,4.25,95.54,79.55,3.31
"3114","好德",49.89,1314.35,172.35,138.26,1884.25,2.89,126.29,6.44,56.67,28.96,1.11,7.52,15.63,41.31,6.44,3.33,39.37,48.98,34.98
"3115","富榮綱",7.58,7161.50,1319.59,1316.58,-151.13,2.45,148.97,14.88,24.52,11.91,0.21,-5.49,-6.12,-3.37,-25.69,-0.34,75.25,2087.16,2.74
"3118","進階",33.25,563.65,261.52,230.33,210.95,5.53,66.00,6.01,60.73,6.16,0.73,7.35,10.76,22.54,9.86,1.80,25.56,161.03,0.44
"3122","笙泉",34.88,446.45,840.27,582.22,9.39,7.08,51.55,2.56,142.57,3.28,0.60,2.30,3.29,5.71,3.41,0.45,-126.15,69.28,0.00
"3128","昇銳",49.51,156.35,109.18,50.20,23.95,5.21,70.05,2.66,137.21,2.66,0.91,6.90,12.72,24.59,7.24,1.80,24.28,65.54,14.96
"3131","弘塑",50.75,311.60,165.73,95.25,110.00,7.00,52.14,1.21,301.65,3.02,0.54,11.16,22.23,319.76,19.39,25.32,28.24,79.48,7.68
"3141","晶宏",40.22,540.48,185.12,93.51,43.00,7.56,48.28,1.34,272.38,5.58,0.60,14.05,24.72,76.82,22.95,7.01,0.00,53.00,0.00
"3147","大綜",51.55,335.07,152.73,131.21,4313.00,4.37,83.52,11.77,31.01,10.18,1.53,12.14,24.25,86.58,7.74,6.88,3.28,89.04,-11.37
"3152","璟德",14.30,134.95,284.55,243.78,"NA",3.49,104.58,3.70,98.64,0.52,0.34,6.35,7.46,50.54,18.79,3.99,205.52,74.88,7.37
"3162","精確",57.98,179.77,123.33,98.92,-3.14,2.63,138.78,5.38,67.84,2.17,0.53,-3.71,-9.78,-16.34,-8.68,-1.86,-27.98,-23.96,-20.91
"3163","波若威",34.38,649.28,261.11,232.65,81.79,4.77,76.51,6.50,56.15,7.76,1.03,14.64,22.44,77.92,14.07,6.00,56.16,197.72,17.33
"3169","亞信",14.01,3427.75,690.54,611.86,901.01,11.78,30.98,3.04,120.06,25.06,0.63,20.21,23.98,80.74,31.13,6.66,148.61,155.04,5.66
"3171","炎洲流通",47.47,133.72,121.21,114.23,25.98,3.51,103.98,19.90,18.34,2.39,0.92,6.49,12.42,20.57,6.77,1.83,16.94,168.19,4.52
"3176","基亞",35.17,465.47,639.81,537.65,-46.46,2.51,145.41,0.64,570.31,0.54,0.12,-20.90,-29.95,-134.29,-182.92,-4.86,-108.16,-229.21,-12.43
"3178","公準",56.76,140.39,135.56,88.65,20.71,4.69,77.82,3.55,102.81,1.11,0.58,9.21,20.46,60.24,15.09,5.01,41.75,88.91,10.06
"3188","鑫龍騰",65.37,158911.44,183.22,17.12,26.85,254.57,1.43,0.17,2147.05,544.68,0.16,1.54,4.30,6.07,8.23,0.61,-46.37,-74.56,-56.94
"3191","雲嘉南",31.09,807.97,328.94,289.78,-7.77,3.77,96.81,4.78,76.35,5.50,0.63,-4.06,-7.79,-2.05,-7.22,-0.19,16.96,-241.25,5.41
"3202","樺晟",54.79,418.64,164.78,112.32,5.11,2.44,149.59,3.74,97.59,7.20,0.90,1.38,2.26,7.50,1.12,-0.52,-3.35,-22.08,-2.75
"3205","佰研",21.36,431.70,321.82,294.30,-325.92,10.59,34.46,13.42,27.19,4.80,0.84,-12.16,-15.50,-23.51,-14.46,-2.28,-45.44,-298.17,-11.99
"3206","志豐",54.01,420.68,172.16,147.01,38.57,3.35,108.95,8.74,41.76,11.87,1.47,7.71,17.21,55.10,5.11,3.60,42.44,143.42,28.93
"3207","耀勝",41.23,394.66,190.84,159.36,50.61,4.57,79.86,6.19,58.96,5.47,0.89,15.63,28.42,44.44,17.27,4.32,56.54,38.10,21.50
"3211","順達",50.65,798.54,217.42,172.16,3606.62,3.75,97.33,6.48,56.32,13.36,0.98,4.27,8.73,75.95,4.18,5.33,17.48,41.65,0.00
"3213","茂訊",26.74,1001.68,303.82,135.57,369.94,30.16,12.10,2.21,165.15,11.17,0.82,7.52,10.30,52.05,8.69,3.89,18.14,63.58,-6.21
"3217","優群",19.77,465.34,306.77,254.23,2486.73,2.71,134.68,3.37,108.30,3.14,0.54,12.54,15.72,84.42,23.41,6.80,101.02,103.38,7.45
"3218","大學光",37.02,244.42,237.15,205.28,81.52,6.20,58.87,7.85,46.49,2.84,0.85,21.33,33.66,136.63,24.84,10.64,139.30,144.80,18.45
"3219","倚強科",25.09,753.97,308.07,252.88,20400.65,3.38,107.98,2.07,176.32,8.07,0.68,7.04,10.09,31.16,13.27,2.17,28.46,59.29,9.40
"3221","台嘉碩",33.39,321.79,237.78,178.04,59.24,5.48,66.60,2.71,134.68,3.87,0.92,9.36,14.01,44.16,10.05,3.18,68.07,108.47,9.83
"3224","三顧",15.83,1486.31,638.76,579.48,-9.93,4.34,84.10,8.02,45.51,9.09,0.53,-1.52,-1.94,-7.38,-3.09,-0.17,0.38,-47.20,0.05
"3226","龍鋒",34.07,281.23,179.83,152.62,22469.40,3.95,92.40,8.38,43.55,4.93,1.02,14.51,22.93,61.73,14.21,4.95,39.92,94.93,7.37
"3227","原相",19.06,1193.39,375.56,312.82,229.07,6.44,56.67,2.07,176.32,6.91,0.42,8.40,10.74,74.89,19.86,7.41,17.78,113.78,-10.36
"3228","金麗科",13.81,371.49,377.00,203.88,85.14,8.07,45.22,0.68,536.76,2.04,0.51,4.44,5.10,7.46,8.62,0.53,105.13,221.25,18.48
"3230","錦明",54.01,146.44,135.60,110.17,-4.18,2.36,154.66,7.64,47.77,1.24,0.57,-6.10,-15.62,-17.60,-13.53,-1.85,16.75,1.83,3.86
"3232","昱捷",50.96,345.59,197.05,111.79,2.45,3.90,93.58,2.91,125.42,5.78,1.12,1.98,2.50,3.98,1.05,0.39,0.00,35.09,0.00
"3234","光環",52.92,178.09,131.59,63.19,-244.96,5.88,62.07,1.39,262.58,1.51,0.58,-1.91,-5.89,-6.05,-4.66,-0.34,25.81,209.06,3.95
"3236","千如",53.25,149.03,156.00,113.76,2887.84,7.31,49.93,5.79,63.03,2.22,0.98,7.06,14.75,31.63,6.85,2.24,41.14,67.47,11.37
"3252","海灣",49.50,109.13,183.84,52.66,1.12,15.78,23.13,1.04,350.96,0.19,0.15,0.91,0.18,1.02,0.62,0.09,43.13,263.90,3.19
"3259","鑫創",20.98,880.40,428.63,104.45,-188.95,5.98,61.03,0.79,462.02,5.66,0.58,-22.38,-27.26,-16.96,-38.89,-2.10,-121.56,-68.98,-24.95
"3260","威剛",64.85,249.51,175.93,108.44,4.22,7.29,50.06,3.77,96.81,4.70,1.02,3.36,7.49,40.57,2.54,3.19,48.23,49.98,13.22
"3264","欣銓",46.72,132.80,184.67,176.46,33.77,5.30,68.86,"NA","NA",0.79,0.51,12.74,23.22,89.10,24.45,7.48,149.53,87.02,10.29
"3265","台星科",21.46,212.27,531.46,515.04,98.71,4.69,77.82,24.39,14.96,1.35,0.57,13.44,17.10,81.60,23.24,6.73,210.32,120.22,6.67
"3268","海德威",44.62,2664.24,372.43,250.86,9.71,2.66,137.21,20.72,17.61,43.84,1.42,6.46,10.72,14.85,4.17,1.53,"NA","NA","NA"
"3272","東碩",68.52,176.32,127.10,78.86,813.14,3.51,103.98,3.48,104.88,4.56,1.15,4.34,11.62,52.55,3.31,4.18,0.00,10.63,0.00
"3276","宇環",42.84,206.45,85.51,67.05,30.98,4.22,86.49,8.30,43.97,2.43,0.75,4.13,7.78,12.37,5.36,0.87,18.35,-12.03,3.99
"3284","太普高",39.11,865.08,510.22,359.06,5.26,3.61,101.10,3.31,110.27,4.71,0.54,3.04,4.07,5.25,4.45,0.46,-80.80,-32.08,-9.93
"3285","微端",36.30,508.17,257.40,216.05,-279.41,4.50,81.11,3.85,94.80,7.84,0.96,-0.73,-1.55,-2.27,-1.02,-0.46,25.32,128.67,10.57
"3287","廣寰科",20.32,526.12,467.91,357.16,17.78,2.56,142.57,1.58,231.01,4.08,0.60,1.24,1.53,2.78,1.94,0.02,119.70,51.00,24.88
"3288","點晶",55.36,8589.18,212.98,58.64,205.23,10.72,34.04,0.41,890.24,68.68,0.51,2.42,3.02,1.88,2.43,0.19,-1.90,-56.67,-1.48
"3289","宜特",54.17,137.95,116.52,109.15,11.11,2.89,126.29,0.00,"*****",0.98,0.51,5.78,11.49,62.60,10.33,5.33,56.62,101.71,13.47
"3290","東浦",49.74,244.20,208.98,182.54,9.16,2.01,181.59,5.96,61.24,1.94,0.58,4.26,7.78,15.65,6.49,1.17,34.51,132.42,0.02
"3293","鈊象",24.80,994.53,365.45,359.49,0.00,7.12,51.26,3.81,95.80,11.05,0.84,41.50,55.83,462.71,45.88,38.88,170.85,182.49,20.55
"3294","英濟",56.37,284.18,160.36,136.07,0.47,3.19,114.42,7.52,48.53,4.64,0.88,-2.45,-6.74,-1.12,-3.35,-1.20,14.02,84.07,5.76
"3297","杭特",27.86,175.17,152.34,124.64,4.22,6.14,59.44,1.39,262.58,0.65,0.27,0.76,0.70,2.32,1.87,0.11,9.40,-35.64,3.42
"3303","岱稜",37.51,184.71,232.85,140.40,31.91,5.28,69.12,3.41,107.03,2.08,0.85,8.56,14.70,37.49,9.77,2.91,56.47,80.47,7.40
"3306","鼎天",17.13,10456.76,284.57,219.79,136.64,11.61,31.43,4.33,84.29,74.98,0.62,0.66,0.81,3.70,1.05,0.25,8.87,37.76,-0.94
"3310","佳穎",76.47,596.28,130.81,32.09,6.89,3.30,110.60,0.35,1042.85,3.95,0.25,2.70,9.95,19.16,8.64,2.52,0.18,13.72,-3.73
"3313","斐成",44.00,1225.75,201.52,121.21,-31.04,3.71,98.38,0.02,18250.00,0.11,0.01,-11.29,-15.86,-14.60,-1943.47,-1.46,-62.79,-107.16,-48.28
"3317","尼克森",22.01,879.86,375.85,266.90,2405.75,3.03,120.46,2.99,122.07,8.78,0.80,13.21,17.38,91.08,16.59,7.08,22.84,156.96,3.64
"3322","建舜電",45.42,222.20,218.34,145.27,20.25,3.57,102.24,4.80,76.04,3.54,1.07,6.33,11.78,3.53,5.62,1.45,49.64,63.62,14.84
"3323","加百裕",60.56,524.92,196.59,136.82,8.49,3.00,121.66,5.80,62.93,17.34,1.55,3.52,8.66,23.30,1.98,2.75,36.74,17.32,20.58
"3324","雙鴻",50.53,225.49,149.82,108.41,64.51,3.00,121.66,5.10,71.56,5.37,1.17,11.15,24.01,184.18,9.29,14.68,22.08,82.82,9.28
"3325","旭品",46.65,273.56,195.01,150.90,-1027.60,2.03,179.80,3.45,105.79,2.83,0.58,-4.58,-9.28,-12.87,-8.61,-0.90,23.77,59.20,6.32
"3332","幸康",29.03,400.93,309.52,218.04,36028.40,7.29,50.06,2.03,179.80,5.02,0.80,10.33,14.46,56.54,12.81,4.56,30.53,85.21,6.61
"3339","泰谷",41.02,349.27,514.05,444.33,-5.45,2.18,167.43,2.72,134.19,2.36,0.54,-1.90,-3.92,-4.72,-4.02,-0.48,43.44,161.24,7.20
"3349","寶德",44.40,2793.15,264.29,189.87,"NA",3.68,99.18,3.72,98.11,16.03,0.69,-6.32,-11.81,-11.42,-9.20,-1.30,0.69,27.23,-7.34
"3354","律勝",24.50,254.78,280.68,184.62,-3.06,3.18,114.77,3.64,100.27,0.36,0.11,-1.27,-2.09,-2.67,-13.64,-0.30,29.37,170.18,4.36
"3357","臺慶科",29.47,179.03,314.80,243.57,103.98,2.48,147.17,3.92,93.11,1.19,0.56,11.12,16.29,121.23,19.63,10.11,122.11,78.50,8.74
"3360","尚立",79.12,511.02,123.41,98.08,1.58,5.15,70.87,11.47,31.82,59.49,2.18,1.55,2.30,4.43,0.24,0.32,-11.55,73.50,-36.93
"3362","先進光",57.54,174.12,126.66,82.56,11.52,2.71,134.68,2.40,152.08,1.61,0.54,6.71,16.19,35.37,11.29,3.05,26.63,9.83,10.21
"3363","上詮",23.76,463.67,329.20,247.92,19.11,4.03,90.57,3.25,112.30,3.92,0.72,2.23,2.76,8.23,2.90,0.53,50.22,89.95,4.13
"3372","典範",10.26,217.12,726.08,483.59,94.89,3.57,102.24,3.74,97.59,1.16,0.49,3.40,3.92,4.79,6.88,0.49,216.88,88.42,2.43
"3373","熱映",9.00,808.00,990.00,301.00,0.00,8.78,41.57,0.76,480.26,4.27,0.48,2.40,2.70,7.80,5.10,0.66,0.00,81.00,0.00
"3374","精材",21.98,205.97,345.27,313.44,566.96,6.63,55.05,17.72,20.59,2.00,0.88,22.53,29.16,92.16,25.66,7.31,195.86,208.05,10.79
"3379","彬台",50.71,267.58,110.48,45.05,-25.71,11.62,31.41,3.27,111.62,3.26,0.62,-2.14,-4.47,-5.58,-3.59,-0.55,-13.53,-5.48,-13.94
