"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",48.91,359.48,190.95,175.30,18.50,3.06,119.28,8.20,44.51,1.21,0.28,5.40,9.54,42.89,18.41,3.30,21.39,67.18,-0.92
"1102","亞泥",43.14,593.68,149.06,136.66,25.53,5.23,69.78,8.89,41.05,1.90,0.29,5.94,10.01,61.86,19.55,4.70,12.09,131.52,-1.29
"1103","嘉泥",35.62,709.16,399.98,392.65,612.51,9.12,40.02,18.01,20.26,0.39,0.05,2.16,2.94,10.58,33.67,1.02,0.00,10.30,0.00
"1104","環泥",22.76,302.60,117.89,110.32,43.34,3.93,92.87,17.02,21.44,0.89,0.24,4.63,5.83,18.97,18.32,1.66,32.56,93.99,3.01
"1108","幸福",42.23,217.60,168.78,39.84,11.64,4.19,87.11,0.89,410.11,1.64,0.47,3.58,5.64,8.43,6.96,0.65,2.71,55.70,-1.39
"1109","信大",15.80,359.02,385.52,331.96,4904.93,3.62,100.82,5.75,63.47,2.60,0.63,10.32,12.51,53.78,16.44,2.52,65.98,382.61,4.54
"1110","東泥",20.51,725.20,121.98,60.11,1443.25,4.88,74.79,1.98,184.34,2.55,0.18,1.37,1.55,2.61,7.25,0.25,15.84,19.38,4.62
"1201","味全",60.73,131.12,99.86,68.28,719.56,7.62,47.90,10.56,34.56,2.13,1.10,3.34,7.30,14.19,2.56,1.00,19.21,97.24,3.75
"1203","味王",34.76,267.68,239.40,161.62,64.98,12.95,28.18,2.73,133.69,2.00,0.61,7.49,11.09,38.21,11.96,1.88,51.41,134.29,4.47
"1210","大成",50.91,163.85,100.07,57.06,10.14,14.63,24.94,9.14,39.93,5.69,1.87,4.59,8.13,33.88,2.23,2.32,16.11,87.63,9.21
"1213","大飲",60.66,93.85,35.87,28.42,-6.21,4.89,74.64,13.05,27.96,0.61,0.36,-7.06,-19.31,-16.63,-22.05,-1.67,-5.58,-375.54,-2.45
"1215","卜蜂",62.93,129.65,99.43,66.83,17.13,9.83,37.13,13.33,27.38,2.13,1.16,6.46,15.16,61.37,5.29,5.06,9.98,41.66,-2.47
"1216","統一",64.79,238.38,106.48,77.29,1843.87,24.24,15.05,7.28,50.13,3.30,0.94,6.03,15.93,63.83,6.08,3.50,31.99,149.21,9.58
"1217","愛之味",46.53,355.88,88.40,53.65,3.31,7.49,48.73,4.20,86.90,1.62,0.34,2.32,3.41,5.76,4.60,0.41,4.38,73.49,0.87
"1218","泰山",34.28,424.75,193.95,134.88,56.96,7.81,46.73,12.63,28.89,5.31,1.00,6.05,8.45,12.71,5.95,1.22,-11.58,23.11,-9.53
"1219","福壽",51.10,160.97,184.84,110.92,10.56,9.09,40.15,7.69,47.46,3.99,1.67,3.51,6.38,10.99,1.90,1.00,-3.99,94.01,2.12
"1220","台榮",21.21,267.11,390.79,255.00,134.68,4.72,77.33,5.19,70.32,3.17,1.01,6.56,8.10,14.26,6.47,1.00,55.26,80.45,1.49
"1225","福懋油",57.49,159.67,133.49,80.17,24.54,7.87,46.37,8.22,44.40,4.19,1.56,6.04,12.80,27.28,3.72,2.07,-15.20,28.69,-13.70
"1227","佳格",34.68,445.46,227.64,146.09,65.33,5.71,63.92,4.82,75.72,8.04,1.22,9.06,13.71,34.46,7.29,2.70,42.40,107.39,6.96
"1229","聯華",21.27,1284.44,86.16,70.44,55.43,6.48,56.32,3.72,98.11,2.20,0.16,7.54,9.41,34.19,41.90,2.92,14.52,60.52,-0.39
"1231","聯華食",50.39,145.91,131.16,86.99,34.06,4.91,74.33,5.75,63.47,2.31,1.06,9.30,18.85,50.10,8.55,4.03,31.87,76.83,8.68
"1232","大統益",29.21,605.41,317.54,164.22,324.96,19.25,18.96,10.14,35.99,24.67,3.07,19.14,26.54,99.88,6.22,7.76,15.52,93.69,-7.58
"1233","天仁",36.77,168.10,134.06,88.88,9.75,7.86,46.43,3.04,120.06,1.99,0.75,2.04,2.93,5.84,2.45,0.48,18.20,116.92,1.75
"1234","黑松",20.38,343.88,353.39,109.50,114.85,13.17,27.71,1.30,280.76,1.51,0.41,3.57,4.40,24.91,8.64,1.98,51.31,50.82,2.26
"1235","興泰",22.72,1795.50,457.93,457.36,6.24,0.30,1216.66,4.63,78.83,0.18,0.01,1.93,2.48,8.00,199.76,0.81,15.34,164.48,-1.49
"1236","宏亞",38.42,202.60,122.45,83.95,-4.24,5.10,71.56,4.65,78.49,1.25,0.56,-0.73,-1.46,-2.81,-1.56,-0.25,22.77,155.80,3.34
"1256","鮮活果汁-KY",16.60,254.22,388.85,308.80,952.91,15.66,23.30,7.44,49.05,2.84,1.09,16.85,21.08,300.69,15.39,20.94,106.97,129.36,5.57
"1301","台塑",25.84,481.94,253.90,216.24,92.03,13.16,27.73,9.58,38.10,2.97,0.53,14.07,19.40,135.03,26.08,11.21,77.62,103.56,6.61
"1303","南亞",35.88,300.19,224.52,168.97,65.00,7.16,50.97,6.24,58.49,2.30,0.66,13.70,21.60,130.46,20.61,10.25,69.20,88.91,6.68
"1304","台聚",34.40,283.09,227.45,172.08,7607.60,8.42,43.34,9.08,40.19,3.01,0.89,12.60,19.32,107.27,14.05,4.84,57.45,79.81,7.76
"1305","華夏",30.27,182.39,263.60,151.50,625.68,10.25,35.60,7.04,51.84,2.82,1.31,17.08,23.77,56.91,13.01,4.25,73.73,85.39,4.90
"1307","三芳",48.09,212.86,237.81,161.97,4.04,6.84,53.36,3.40,107.35,1.51,0.56,1.03,1.49,3.68,1.38,0.29,-13.78,53.59,-3.39
"1308","亞聚",18.53,504.55,211.06,173.33,16536.73,8.84,41.28,13.32,27.40,2.88,0.53,17.40,22.50,62.96,32.42,5.22,141.42,230.79,9.39
"1309","台達化",28.69,418.49,311.13,251.07,46728.78,8.86,41.19,18.05,20.22,10.17,2.08,18.55,26.39,66.61,8.91,4.89,31.42,255.40,0.36
"1310","台苯",20.73,199.45,167.09,96.62,-1.13,13.05,27.96,18.41,19.82,3.00,1.28,1.18,1.42,-0.12,0.90,0.20,-22.62,67.84,-4.34
"1312","國喬",19.79,418.32,342.53,283.31,79108.80,8.98,40.64,10.22,35.71,2.46,0.53,14.28,17.28,79.40,26.95,6.47,92.03,225.09,7.97
"1313","聯成",44.40,287.19,257.82,125.99,1284.82,18.35,19.89,10.58,34.49,5.21,1.67,4.75,7.83,20.55,2.62,1.66,-0.61,45.49,-2.23
"1314","中石化",40.55,452.83,276.58,65.03,1332.60,12.33,29.60,1.06,344.33,1.45,0.29,3.21,4.75,10.54,10.23,1.09,-142.49,-51.49,-24.98
"1315","達新",9.29,670.38,929.74,671.45,148.20,5.52,66.12,2.95,123.72,1.46,0.18,0.06,0.05,28.33,0.27,0.04,22.07,26.43,0.00
"1316","上曜",49.07,407.12,187.76,62.38,0.63,7.27,50.20,0.15,2433.33,1.14,0.12,0.32,-0.71,2.73,-2.73,-0.50,-10.57,-75.84,-6.54
"1319","東陽",35.37,145.87,125.12,76.14,7.56,5.14,71.01,5.22,69.92,0.96,0.53,2.10,2.86,12.97,3.47,1.16,56.26,112.73,7.97
"1321","大洋",48.95,333.44,180.25,106.67,23.87,8.91,40.96,7.33,49.79,1.88,0.50,2.64,4.83,15.50,4.92,1.45,25.16,116.59,2.68
"1323","永裕",52.40,209.87,340.44,249.89,25.58,4.39,83.14,4.29,85.08,1.63,0.66,25.58,12.97,47.91,9.07,3.04,43.75,78.18,2.86
"1324","地球",23.79,281.39,318.96,213.17,75.03,5.13,71.15,4.29,85.08,2.97,0.87,0.06,0.07,1.17,0.06,0.01,-11.51,50.79,-2.95
"1325","恆大",5.24,256.40,1802.13,1638.65,2996407.69,5.51,66.24,4.13,88.37,0.98,0.30,7.07,8.07,45.67,23.30,3.26,-4.66,143.08,-21.44
