"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"3322","建舜電",49.81,355.27,205.86,162.26,-13.62,2.89,126.29,7.09,51.48,5.05,1.02,-5.10,-10.01,-11.18,-5.28,-1.23,-11.36,73.19,-6.65
"3323","加百裕",37.75,461.14,227.49,195.34,30.44,3.69,98.91,9.83,37.13,9.48,1.22,2.67,4.32,15.10,2.10,1.10,42.00,"NA",16.50
"3324","雙鴻",59.85,172.38,112.78,85.59,15.79,3.77,96.81,8.44,43.24,5.67,1.36,5.70,13.57,35.39,3.89,2.42,16.21,65.93,15.46
"3325","旭品",34.61,298.64,207.34,161.28,558.25,2.59,140.92,4.99,73.14,3.96,0.91,1.11,1.19,3.41,0.87,0.16,8.91,"NA",3.26
"3332","幸康",13.91,607.16,609.59,471.31,"NA",6.20,58.87,2.02,180.69,5.02,0.70,7.37,8.70,31.35,10.49,2.49,68.23,75.38,1.04
"3339","泰谷",56.47,128.94,173.21,119.17,-45.86,1.85,197.29,4.05,90.12,0.56,0.34,-30.78,-65.38,-36.18,-91.55,-3.62,59.54,50.72,2.95
"3349","寶德",50.95,675.40,181.86,155.09,"NA",3.17,115.14,7.33,49.79,16.25,1.40,6.99,13.84,23.10,4.99,1.75,11.10,146.19,12.97
"3354","律勝",11.12,307.14,546.54,410.30,20.90,1.81,201.65,2.82,129.43,1.22,0.37,1.40,1.51,2.65,3.62,0.24,170.70,100.06,12.89
"3357","臺慶科",40.12,176.90,162.45,132.65,28.31,2.56,142.57,6.15,59.34,2.06,0.76,8.05,13.02,40.23,10.24,3.35,38.14,75.11,10.52
"3360","尚立",72.34,1046.72,133.84,120.64,3.50,4.51,80.93,22.31,16.36,99.33,2.56,2.07,5.61,9.98,0.58,0.91,"NA",63.65,"NA"
"3362","先進光",38.18,204.48,197.68,147.47,-13.00,4.88,74.79,3.46,105.49,1.85,0.64,-5.03,-8.66,-10.31,-8.19,-1.11,40.81,75.62,6.03
"3363","上詮",24.89,362.25,263.34,185.22,-45.33,3.24,112.65,4.90,74.48,2.95,0.61,-2.52,-3.38,-4.98,-4.29,-0.63,-3.18,32.98,-3.13
"3372","典範",10.97,216.94,580.06,414.68,0.00,4.21,86.69,12.89,28.31,1.13,0.47,-2.76,-3.11,-2.66,-5.95,-0.27,77.53,123.75,3.69
"3373","熱映",18.00,553.00,441.00,288.00,0.00,8.48,43.04,3.13,116.61,10.33,1.03,8.00,10.00,19.00,8.00,1.62,51.00,39.00,6.00
"3374","精材",31.31,105.56,111.21,90.25,9.71,6.40,57.03,18.46,19.77,0.74,0.56,1.93,2.79,7.97,3.01,0.56,104.59,73.71,9.76
"3379","彬台",38.34,530.11,213.67,111.31,-3543.00,8.68,42.05,3.30,110.60,9.08,1.02,-0.92,-1.63,-3.73,-0.91,-0.27,0.00,0.00,0.00
"3388","崇越電",28.00,1448.00,369.00,300.00,339.00,4.06,89.90,7.84,46.55,45.61,1.62,7.08,9.83,61.00,4.35,4.68,39.11,"NA",3.01
"3390","旭軟",13.96,422.80,551.52,513.73,114.96,1.58,231.01,5.72,63.81,2.32,0.47,3.75,4.49,10.42,7.92,0.94,167.87,62.60,13.09
"3402","漢科",61.51,414.21,153.19,62.64,39.57,9.04,40.37,1.61,226.70,7.75,0.79,2.77,6.10,12.48,2.93,0.99,7.68,38.30,6.94
"3426","台興",25.45,827.73,431.04,395.94,3516.58,4.20,86.90,7.23,50.48,10.57,0.95,9.49,12.99,45.70,10.03,3.12,87.25,182.78,12.97
"3430","奇鈦科",68.46,114.19,113.25,49.29,3.79,4.38,83.33,2.38,153.36,1.31,0.67,2.00,5.91,9.78,2.96,0.83,-5.63,12.28,-6.13
"3434","哲固",51.63,340.41,162.99,90.37,7.72,4.65,78.49,4.48,81.47,10.04,1.43,3.80,7.07,8.89,2.32,0.72,2.32,67.16,1.60
"3438","類比科",29.16,174.91,189.62,135.89,102.71,4.59,79.52,3.40,107.35,2.11,0.58,0.31,0.03,0.03,0.04,0.01,7.79,37.65,-4.29
"3441","聯一光電",7.72,440.13,1293.12,808.43,-21.76,3.94,92.63,1.66,219.87,2.66,0.56,-1.71,-1.94,-3.95,-3.23,-0.43,112.16,144.59,3.77
"3444","利機",32.57,276.89,215.87,193.78,59.83,3.45,105.79,12.19,29.94,4.55,1.13,4.98,7.48,12.80,4.35,1.11,47.01,109.86,13.72
"3455","由田",28.01,590.45,352.29,297.05,57.61,1.71,213.45,2.28,160.08,4.37,0.58,7.81,10.90,36.50,13.20,3.06,13.95,21.69,2.65
"3465","進泰電子",62.46,5663.05,171.09,134.34,-29.04,2.83,128.97,2.65,137.73,5.40,0.56,-21.54,-92.12,-26.36,-39.59,-2.93,-51.69,-275.23,-133.91
"3466","德晉",24.26,732.51,338.29,283.75,-216.66,2.89,126.29,3.13,116.61,8.15,0.70,-1.23,-1.63,-4.36,-1.77,-0.44,0.00,64.80,-5.49
"3479","安勤",28.61,317.42,271.34,186.18,5954.01,7.44,49.05,6.31,57.84,6.41,1.57,10.83,14.83,59.23,6.86,4.35,33.84,"NA",2.90
